Id,IsActive,IsDeleted,CreatedOn,LastModifiedOn,DeletedOn,DateTimeStart,DateTimeEnd,EventType,PrimaryGenre,Description,CoverImageURL,TicketLink,AmountOfStages,AmountOfArtists,AdditionalInformation,PromotionalImagesURLs,PASystem,Turntable,CDJ,Mixer,Monitor,IsVisualsRequired,IsCancelled,EventId
266,t,f,2025-11-03 14:59:00.365+00,2025-11-03 14:59:00.365+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"UNDRGRND ALERT

We’re back Friday AUG 22 with a night built for pure movement: GET YOUR GROOVE ON

Club John Doe, 11PM-7AM 
Lineup: Alex Sharp + Steffie In Tha Mix

Expect deep cuts, heavy grooves, and that signature UNDRGRND energy.
Limited space – this one’s going to fill fast. Secure your spot, bring your crew, and let’s move together.",,,0,0,,{},,,,,,f,f,282
267,t,f,2025-11-03 15:00:21.212+00,2025-11-03 15:00:21.212+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"SUNDAYS ARE FOR TECHNO

No excuses. No exceptions. This week, it’s all about the pulsating rhythms that keep the weekend alive.

NSWT — No Sundays Without Techno

This Sunday, Club John Doe | 11PM-4AM

Are you ready to go all night? Let’s do this.",,,0,0,,{},,,,,,f,f,283
268,t,f,2025-11-03 15:01:29.097+00,2025-11-03 15:01:29.097+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Get ready, Amsterdam! Undrgrnd presents APHELION, a night that promises to take you on an unforgettable journey through the best of techno. Join us on Friday, August 15, 2025, at John Doe Amsterdam for the one and only experience!

Line-up Highlights:

+ AMETHY: Known for his captivating sets that perfectly balance groove, melodic techno, and progressive house, AMETHY will evoke a full range of emotions with his unique sound. He's a rising star in the Amsterdam scene, don’t miss out!
+ KITTY MARRONI: With a passion for melodic progressive house and techno, Amsterdam-based DJ Kitty Marroni transforms dance floors into unforgettable experiences. Her energetic beats and sensual sound will guide you through a truly immersive musical journey.
+ALEX SHARP: A dynamic force in the scene, DJ and producer Alex Sharp is a revered member of the Amsterdam underground. Expect his signature blend of hypnotic techno and raw energy to keep you moving all night long. As the founder of the UNDRGRND label, he knows exactly how to ignite the dancefloor!

And special closing set - SAM ROSA

Venue: Club John Doe Amsterdam
Date: Friday, August 15, 2025

Grab your tickets now and prepare for APHELION!",,,0,0,,{},,,,,,f,f,284
271,t,f,2025-11-03 15:05:34.426+00,2025-11-03 15:05:34.426+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"RADIANT: The Next Chapter // 01.08.2025

RADIANT is back to ignite the dancefloor. Dive deep into another world with the sounds of:

HNGT (BR): Straight from Brazil, a name that's electrifying the techno scene. He will bring to us his unique set that already caught fire worldwide! From legendary clubs in Brazil to stages all over Europe, his tracks have hit over a million plays, and icons like Amelie Lens and Enrico Sangiuliano are already on his side.

+ Main Indentity
+ _RTUR
+ Alex Sharp
+ Ola Roström

Get ready for a night where boundaries blur and sound reigns supreme.",,,0,0,,{},,,,,,f,f,287
272,t,f,2025-11-03 15:06:36.839+00,2025-11-03 15:06:36.839+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Unchained techno. No Sundays Without Techno. This Sunday. Get lost in the rhythm. Club John Doe, doors open at 23:00.
",,,0,0,,{},,,,,,f,f,288
273,t,f,2025-11-03 15:07:50.928+00,2025-11-03 15:07:50.928+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"UNDRGRND x KARISMA

Amsterdam precision meets Estonian magic.

ALEX SHARP - Founder of UNDRGRND bringing 15 years of melodic techno mastery

KARINSMATIC - Estonia’s charismatic force making people vibe higher since 2017

One night. Two nations. Pure underground energy. Ready to lose yourself in the sound?

25 JULY 2025 | 23:00-07:00 JOHN DOE CLUB",,,0,0,,{},,,,,,f,f,289
274,t,f,2025-11-03 15:09:24.706+00,2025-11-03 15:09:24.706+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Get your groove at UNDRGRND on 18 July 2025.

This Friday, prepare for an immersive techno journey with Alex Sharp’s extended 5-hour set and Ides of March's signiture sound.

Club John Doe, doors open at 23:00. See you all on the dancefloor.",,,0,0,,{},,,,,,f,f,290
275,t,f,2025-11-03 15:14:56.184+00,2025-11-03 15:14:56.184+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Dark, raw, relentless. No Sundays Without Techno. The only choice you have to make this Sunday. Club John Doe, doors open at 23:00.
",,,0,0,,{},,,,,,f,f,291
276,t,f,2025-11-03 15:16:09.211+00,2025-11-03 15:16:09.211+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"The only way to do Sundays. No Sundays Without Techno. Prepare for an experience that has no return. Club John Doe, doors open at 23:00.
",,,0,0,,{},,,,,,f,f,292
277,t,f,2025-11-03 15:17:33.404+00,2025-11-03 15:17:33.404+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"TECHNO CODE: SWEEDISH AFFAIRS

UNDRGRND presents an ultimate night of pure raw sound on 11.07.2025 at John Doe Club Amsterdam.

- Aelva K
- Alex Sharp
- Serdar Celik

Meet Aelva K, she is bringing her signature sound all the way from Malmö, Sweden, and ready to tear up the dance floor. Known for energetic melodic techno, Aelva K has quickly risen in the Swedish and Danish techno scene. As co-founder of TranSisters, she’s dedicated to a more diverse music scene. Her own productions? Signed to LETS TECHNO RECORDS and featured on HMWL - this is an artist on the rise.
",,,0,0,,{},,,,,,f,f,293
278,t,f,2025-11-03 15:18:54.906+00,2025-11-03 15:18:54.906+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"This Sunday, the beat drops, and it doesn't stop. No Sundays Without Techno @ UNDRGRND. Prepare for pure, unadulterated sound. Club John Doe, doors open at 23:00.
",,,0,0,,{},,,,,,f,f,294
279,t,f,2025-11-03 15:20:09.581+00,2025-11-03 15:20:09.581+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"UNDRGRND is back with CODE 303: Round Two

Get ready to push the boundaries of peak time, acid, and hard techno once again on July 4th.

Experience the sonic force of:
- A Sharp (UNDRGRND)
- Brizzia (Spain/NL)
- CHANCEKNOT (Romania/NL)
- GAYA (NL)
- Irikirene (Italy/NL)
- Melgazzo (Brazil): Founder of Kaligo Records, our international guest Melgazzo brings the Brazilian touch to the underground.

Embrace the hypnotic force that compels you to sweat and surrender to the dance floor.",,,0,0,,{},,,,,,f,f,295
280,t,f,2025-11-03 15:21:52.482+00,2025-11-03 15:21:52.482+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"UNDRGRND presents: No Sundays Without Techno - a movement for the initiated.

Alex Sharp all night long, transmitting unfiltered energy.

29 June, Club John Doe, doors open at 23:00. Find us on the dancefloor.
",,,0,0,,{},,,,,,f,f,296
281,t,f,2025-11-03 15:23:11.709+00,2025-11-03 15:23:11.709+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"RADIANT Returns: UNDRGRND x RADIANT

We’re back with the new edition of RADIANT on June 27 at Club John Doe. Prepare for another unforgettable night as we light up the dance floor with the best in underground techno.

Lineup:
- Main Indentity 
- Ides of March 
- RTUR_ 
- Alex Sharp

Join us for a night full of vibrant beats and electric energy. Dive into the depths of sound and let the music guide you through the night.",,,0,0,,{},,,,,,f,f,297
282,t,f,2025-11-03 15:24:12.536+00,2025-11-03 15:24:12.536+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"This Sunday, UNDRGRND invites you to No Sundays Without Techno for a night of total immersion. Less words, more techno. Club John Doe, doors open at 11PM. See you all on the dancefloor.
",,,0,0,,{},,,,,,f,f,298
283,t,f,2025-11-03 15:25:31.491+00,2025-11-03 15:25:31.491+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"The name of the night is ""Endless"": our neverending love for partying mixed with brave futuristic elements that will touch your souls after many months away from clubs, created by Lino Fuso.
",,,0,0,,{},,,,,,f,f,299
285,t,f,2025-11-03 15:27:14.54+00,2025-11-03 15:27:14.54+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"15. 06. 2025, mark your calendar for the secret Sunday ritual.

UNDRGRND presents: No Sundays Without Techno - where the real techno heads lurk. Alex Sharp and BOHO all night long, join us and dive deep into the darkest corners of sound. Club John Doe, doors open at 23:00. See you all there.",,,0,0,,{},,,,,,f,f,301
286,t,f,2025-11-03 15:28:10.313+00,2025-11-03 15:28:10.313+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Embrace the Groove: Lighthouse Records x UNDRGRND

Join us on June 13 for a night where melodic and groovy techno takes center stage. Lighthouse Records and UNDRGRND team up for an unforgettable experience at Club John Doe.

Featuring:
- Special Guest: TO//MA (Hybrid Set)
- Steve Kennedy (Lighthouse Records) 
- JP
- Alex Sharp

Prepare for a seamless blend of rhythm and melody that will keep you moving from start to finish. This is the night to lose yourself in the music.",,,0,0,,{},,,,,,f,f,302
287,t,f,2025-11-03 15:29:11.903+00,2025-11-03 15:29:11.903+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"This June 8, NSWT is calling all techno purists to experience a night of raw energy. Leave the surface behind - join us deep in the heart of the beat where the true vibe of the underground thrives.

Club John Doe, doors open at 23:00. See you on the dance floor.",,,0,0,,{},,,,,,f,f,303
288,t,f,2025-11-03 15:30:26.243+00,2025-11-03 15:30:26.243+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"On 06.06.2025, from 23:00 to 07:00, join us on the dance floor for UNDRGRND X ƎLEMENTS special at Club John Doe. No hype, just straight-up techno with our stellar lineup that promises to elevate your experience.

Catch performances by:

- Alex Sharp from UNDRGRND Amsterdam
- Benmaster from ƎLEMENTS Paris
- Track.JD from ƎLEMENTS London
- Ryan Pamatmat from ƎLEMENTS London

If you’re looking for a night of pure underground techno, this is it. Secure your spot and awaken your senses to the ƎLEMENTS vibe.",,,0,0,,{},,,,,,f,f,304
289,t,f,2025-11-03 15:31:37.263+00,2025-11-03 15:31:37.263+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Get Ready for No Sundays Without Techno!

Mark your calendars for June 1 as NSWT takes over the scene with relentless beats and techno energy. Join us for a night where boundaries are shattered and the music never stops. This isn’t just an event - it’s a movement.

Club John Doe, doors open at 23:00. See you all there.",,,0,0,,{},,,,,,f,f,305
290,t,f,2025-11-03 15:32:35.927+00,2025-11-03 15:32:35.927+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"May 30th, UNDRGRND presents the Global Underground Session, bringing you a transcendent night of progressive and melodic techno with two incredible talents: NICO BANFI and ALEX SHARP!

Nico Banfi is a master of atmosphere, crafting intricate soundscapes and emotionally resonant melodies that have graced labels like Set About and Kurai. Expect a journey into the depths of sound.

Joining him is Amsterdam's own Alex Sharp, a veteran in the local scene known for his impeccable track selection and his ability to weave hypnotic textures into a driving techno groove.

Get ready to lose yourself in our global session. See you all on the dance floor.",,,0,0,,{},,,,,,f,f,306
291,t,f,2025-11-03 15:34:26.548+00,2025-11-03 15:34:26.548+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Welcome to UNDRGRND, defy the mundane with No Sundays Without Techno. Alex Sharp all night long, delivering a relentless wave of sound for those who truly understand. Leave your worries at the door.
",,,0,0,,{},,,,,,f,f,307
292,t,f,2025-11-03 15:36:03.612+00,2025-11-03 15:36:03.612+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"UNDRGRND presents CODE 303, a brand new concept that pushes the boundaries of peak time, acid and hard techno.

On May 23 at Club John Doe, not only the first edition of CODE 303 but as well the BASH of GAYA, an upcoming artist that started her journey on the Amsterdam electronic scene. Next to her our international guest UNLIGHTED, bringing the Argentinian touch to techno. The 303 vibe runs through it all, creating a hypnotic force that compels you to sweat and lose yourself on the dance floor. Grab your ticket and prepare for an unfiltered experience stripped of pretense.",,,0,0,,{},,,,,,f,f,308
293,t,f,2025-11-03 15:37:21.466+00,2025-11-03 15:37:21.466+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Lost in the Sound. UNDRGRND invites you to No Sundays Without Techno for a night of total immersion. Alex Sharp all night long, crafting a sonic journey far from the surface. Are you ready to go deep? See you on the dancefloor.
",,,0,0,,{},,,,,,f,f,309
294,t,f,2025-11-03 15:38:26.728+00,2025-11-03 15:38:26.728+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"UNDRGRND: Celik, Feydded & Sharp.

Serdar Celik will bring the raw energy straight from the Amsterdam underground. No frills, just heat. Feydded will push the boundaries. Experimental textures, distorted rhythms, a sonic labyrinth. Alex Sharp will go deep. Hypnotic soundscapes, a trip into the darker corners. Expect the unexpected.

Three paths, one destination. UNDRGRND. May 16th.",,,0,0,,{},,,,,,f,f,310
295,t,f,2025-11-03 15:39:42.809+00,2025-11-03 15:39:42.809+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Signals Received. UNDRGRND presents: No Sundays Without Techno - a frequency for the initiated. Alex Sharp all night long, transmitting raw, unfiltered energy. Doors open at 23:00. Find us on the dancefloor.
",,,0,0,,{},,,,,,f,f,311
296,t,f,2025-11-03 15:40:46.498+00,2025-11-03 15:40:46.498+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"INSLAG is a new chapter in Amsterdam’s underground techno scene, a bold collaboration between Mad Music Hub and UNDRGRND Amsterdam. Finally it’s on, a hard groove techno night with longer DJ-sets and live performances.

With years of experience pushing forward-thinking electronic music, both collectives now join forces to launch a series of immersive, no-nonsense club nights rooted in hard groove and hypnotic energy.

Our debut night at Club John Doe is about to set the tone, so get your tickets early.
",,,0,0,,{},,,,,,f,f,312
297,t,f,2025-11-03 15:42:16.025+00,2025-11-03 15:42:16.025+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Your Secret Sunday Descent. UNDRGRND presents: No Sundays Without Techno - where the real techno heads lurk. This week, it's Alex Sharp all night long, diving deep into the darkest corners of sound. If you know, you know. Limited space. Doors open at 23:00.
",,,0,0,,{},,,,,,f,f,313
298,t,f,2025-11-03 15:44:10.779+00,2025-11-03 15:44:10.779+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"8 years of Chrom Recordings celebrate during the UNDRGRND project .
",,,0,0,,{},,,,,,f,f,314
299,t,f,2025-11-03 15:45:41.168+00,2025-11-03 15:45:41.168+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"No Sundays Without Techno—your weekend ritual for the raw techno underground. Keep the dance floor alive.
",,,0,0,,{},,,,,,f,f,315
300,t,f,2025-11-03 15:46:40.873+00,2025-11-03 15:46:40.873+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"King’s Night is calling! UNDRGRND has gathered a stellar lineup of DJs to deliver the perfect soundtrack for your royal festivities. Expect deep beats, electric vibes, and a night full of techno energy!

Put on your orange, grab your crew, and let’s dance into the King’s Day together this Friday @ Club John Doe!",,,0,0,,{},,,,,,f,f,316
